report_id,date,site,report_type,activity,description,sif_potential,sif_predicted,sif_probability,life_saving_rule,lsr_all_matches,activity_category,barrier_failure
RPT-00230,2025-06-30,Naharkatiya Tank Farm,UC,confined space entry into storage tank,"During confined space entry into storage tank at Naharkatiya Tank Farm, it was observed that toolbox talk / risk assessment not conducted. This created a direct exposure to asphyxiation or toxic gas exposure.",0,0,0.483,Confined Space,['Confined Space'],Confined Space Entry,Risk Assessment Skipped
RPT-00231,2025-12-14,Naharkatiya Tank Farm,UA,driving light vehicle on site road,"Observation (UA) at Naharkatiya Tank Farm - driving light vehicle on site road in progress, however permit to work not issued before starting job, increasing risk of vehicle collision.",0,0,0.205,Driving Safety,"['Driving Safety', 'Work Authorization']",Driving / Vehicle Movement,Permit Not Issued
RPT-00232,2025-02-04,Duliajan Field,Near-Miss,confined space entry into storage tank,"Observation (Near-Miss) at Duliajan Field - confined space entry into storage tank in progress, however no lifting plan / unqualified rigger used, increasing risk of asphyxiation or toxic gas exposure.",1,1,0.698,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Confined Space']",Confined Space Entry,Permit Not Issued
RPT-00233,2025-12-14,Kumchai Compressor Station,Incident,energy isolation / LOTO on pump,"During energy isolation / LOTO on pump at Kumchai Compressor Station, it was observed that communication breakdown between crew and control room. This created a direct exposure to unexpected equipment start-up / stored energy release.",0,0,0.478,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Communication Failure
RPT-00234,2025-07-07,Kumchai Compressor Station,Near-Miss,energy isolation / LOTO on pump,Field audit at Kumchai Compressor Station identified energy isolation / LOTO on pump where toolbox talk / risk assessment not conducted. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,1,0,0.461,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Risk Assessment Skipped
RPT-00235,2025-04-06,Kumchai Compressor Station,UA,routine equipment inspection round,"During routine equipment inspection round at Kumchai Compressor Station, it was observed that barricade/warning signage missing at work area. This created a direct exposure to uncontrolled/unauthorized simultaneous operations.",1,0,0.117,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Barricade/Signage Missing
RPT-00236,2025-04-20,Duliajan Workshop,UA,line of fire during pipe fitting removal,"While conducting line of fire during pipe fitting removal, a ua occurred at Duliajan Workshop because equipment inspection overdue / defective tool used.",0,0,0.364,Line of Fire,['Line of Fire'],Line of Fire Exposure,Defective Equipment
RPT-00237,2025-08-20,Barekuri Well Pad,UA,housekeeping / material storage,UA raised at Barekuri Well Pad: worker engaged in housekeeping / material storage without following procedure - toolbox talk / risk assessment not conducted.,0,0,0.117,Unclassified,[],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00238,2025-05-29,Jorajan Pipeline ROW,Near-Miss,hot work / welding near flammable storage,"During hot work / welding near flammable storage at Jorajan Pipeline ROW, it was observed that supervision inadequate for high-risk task. This created a direct exposure to fire or explosion in presence of flammable atmosphere.",0,0,0.498,Hot Work,['Hot Work'],Hot Work,Inadequate Supervision
RPT-00239,2025-04-13,Numaligarh Terminal,Near-Miss,housekeeping / material storage,Field audit at Numaligarh Terminal identified housekeeping / material storage where gas test not performed before entry. No injury occurred but potential for loss of critical safety function was high.,0,0,0.309,Confined Space,['Confined Space'],Inspection / Housekeeping,Gas Test Skipped
RPT-00240,2025-10-10,Moran GGS,UC,electrical panel maintenance,Field audit at Moran GGS identified electrical panel maintenance where permit to work not issued before starting job. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,1,1,0.757,Energy Isolation,"['Energy Isolation', 'Work Authorization']",Electrical Maintenance,Permit Not Issued
RPT-00241,2025-07-29,Lakwa Gas Plant,UA,hot work / welding near flammable storage,"Observation (UA) at Lakwa Gas Plant - hot work / welding near flammable storage in progress, however PPE (harness/gloves/goggles) not worn correctly, increasing risk of fire or explosion in presence of flammable atmosphere.",1,1,0.784,Hot Work,"['Hot Work', 'Working at Height']",Hot Work,PPE Non-Compliance
RPT-00242,2025-09-22,Digboi Refinery,UC,confined space entry into storage tank,"Observation (UC) at Digboi Refinery - confined space entry into storage tank in progress, however supervision inadequate for high-risk task, increasing risk of asphyxiation or toxic gas exposure.",0,0,0.354,Confined Space,['Confined Space'],Confined Space Entry,Inadequate Supervision
RPT-00243,2025-01-29,Numaligarh Terminal,UA,excavation near buried pipeline,UA raised at Numaligarh Terminal: worker engaged in excavation near buried pipeline without following procedure - no lifting plan / unqualified rigger used.,0,0,0.483,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Excavation,Permit Not Issued
RPT-00244,2025-04-26,Duliajan Workshop,UA,confined space entry into storage tank,"While conducting confined space entry into storage tank, a ua occurred at Duliajan Workshop because barricade/warning signage missing at work area.",0,0,0.195,Confined Space,['Confined Space'],Confined Space Entry,Barricade/Signage Missing
RPT-00245,2025-11-17,Duliajan Workshop,UA,driving light vehicle on site road,Field audit at Duliajan Workshop identified driving light vehicle on site road where PPE (harness/gloves/goggles) not worn correctly. No injury occurred but potential for vehicle collision was high.,0,0,0.172,Driving Safety,"['Driving Safety', 'Working at Height']",Driving / Vehicle Movement,PPE Non-Compliance
RPT-00246,2025-10-25,Lakwa Gas Plant,UC,excavation near buried pipeline,UC raised at Lakwa Gas Plant: worker engaged in excavation near buried pipeline without following procedure - PPE (harness/gloves/goggles) not worn correctly.,0,1,0.52,Working at Height,['Working at Height'],Excavation,PPE Non-Compliance
RPT-00247,2025-10-16,Numaligarh Terminal,Near-Miss,routine equipment inspection round,Field audit at Numaligarh Terminal identified routine equipment inspection round where no lifting plan / unqualified rigger used. No injury occurred but potential for uncontrolled/unauthorized simultaneous operations was high.,0,0,0.295,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Work Authorization']",Inspection / Housekeeping,Permit Not Issued
RPT-00248,2025-04-18,Duliajan Field,Incident,hot work / welding near flammable storage,Field audit at Duliajan Field identified hot work / welding near flammable storage where permit to work not issued before starting job. No injury occurred but potential for fire or explosion in presence of flammable atmosphere was high.,1,1,0.611,Hot Work,"['Hot Work', 'Work Authorization']",Hot Work,Permit Not Issued
RPT-00249,2025-06-04,Naharkatiya Tank Farm,UC,vehicle movement in loading bay,Field audit at Naharkatiya Tank Farm identified vehicle movement in loading bay where permit to work not issued before starting job. No injury occurred but potential for vehicle collision was high.,0,0,0.326,Driving Safety,"['Driving Safety', 'Work Authorization']",Driving / Vehicle Movement,Permit Not Issued
RPT-00250,2025-03-22,Moran GGS,UA,routine equipment inspection round,"During routine equipment inspection round at Moran GGS, it was observed that communication breakdown between crew and control room. This created a direct exposure to uncontrolled/unauthorized simultaneous operations.",0,0,0.098,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Communication Failure
RPT-00251,2025-06-13,Naharkatiya Tank Farm,UA,electrical panel maintenance,Field audit at Naharkatiya Tank Farm identified electrical panel maintenance where toolbox talk / risk assessment not conducted. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,1,1,0.545,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Risk Assessment Skipped
RPT-00252,2025-06-13,Kumchai Compressor Station,Near-Miss,line of fire during pipe fitting removal,Field audit at Kumchai Compressor Station identified line of fire during pipe fitting removal where gas test not performed before entry. No injury occurred but potential for being struck by moving/falling/suspended object was high.,1,1,0.681,Line of Fire,"['Line of Fire', 'Confined Space']",Line of Fire Exposure,Gas Test Skipped
RPT-00253,2025-05-29,Jorajan Pipeline ROW,UC,hot work / welding near flammable storage,UC raised at Jorajan Pipeline ROW: worker engaged in hot work / welding near flammable storage without following procedure - barricade/warning signage missing at work area.,1,0,0.447,Hot Work,['Hot Work'],Hot Work,Barricade/Signage Missing
RPT-00254,2025-10-23,Lakwa Gas Plant,Incident,line of fire during pipe fitting removal,Incident raised at Lakwa Gas Plant: worker engaged in line of fire during pipe fitting removal without following procedure - isolation point not verified with lock and tag.,0,1,0.781,Energy Isolation,"['Energy Isolation', 'Line of Fire']",Line of Fire Exposure,Isolation Not Verified
RPT-00255,2025-06-07,Kumchai Compressor Station,UC,manual lifting with mobile crane,Field audit at Kumchai Compressor Station identified manual lifting with mobile crane where gas test not performed before entry. No injury occurred but potential for dropped load / crane failure was high.,1,1,0.726,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Confined Space']",Mechanical Lifting,PPE Non-Compliance
RPT-00256,2025-06-30,Duliajan Field,UC,hot work / welding near flammable storage,UC raised at Duliajan Field: worker engaged in hot work / welding near flammable storage without following procedure - communication breakdown between crew and control room.,1,0,0.398,Hot Work,['Hot Work'],Hot Work,Communication Failure
RPT-00257,2025-01-05,Duliajan Field,UC,driving light vehicle on site road,"Observation (UC) at Duliajan Field - driving light vehicle on site road in progress, however toolbox talk / risk assessment not conducted, increasing risk of vehicle collision.",0,0,0.068,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Risk Assessment Skipped
RPT-00258,2025-07-25,Naharkatiya Tank Farm,Near-Miss,confined space entry into storage tank,"Observation (Near-Miss) at Naharkatiya Tank Farm - confined space entry into storage tank in progress, however barricade/warning signage missing at work area, increasing risk of asphyxiation or toxic gas exposure.",0,0,0.348,Confined Space,['Confined Space'],Confined Space Entry,Barricade/Signage Missing
RPT-00259,2025-09-16,Lakwa Gas Plant,UC,excavation near buried pipeline,"While conducting excavation near buried pipeline, a uc occurred at Lakwa Gas Plant because isolation point not verified with lock and tag.",0,0,0.444,Energy Isolation,['Energy Isolation'],Excavation,Isolation Not Verified
RPT-00260,2025-02-19,Duliajan Workshop,Near-Miss,driving light vehicle on site road,"During driving light vehicle on site road at Duliajan Workshop, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to vehicle collision.",0,0,0.249,Driving Safety,"['Driving Safety', 'Safe Mechanical Lifting']",Driving / Vehicle Movement,Permit Not Issued
